/home/pbqv20/anaconda3/envs/arcface/lib/python3.9/site-packages/torch/utils/_contextlib.py:125: UserWarning: Decorating classes is deprecated and will be disabled in future versions. You should only decorate functions or methods. To preserve the current behavior of class decoration, you can directly decorate the `__init__` method and nothing else.
Training: 2024-03-22 03:18:35,458-Speed 134.63 samples/sec   Loss 22.0272   LearningRate 0.009013   Epoch: 10   Global Step: 111580   Fp16 Grad Scale: 8192   Required: 26 hours
Training: 2024-03-22 03:18:44,649-Speed 139.27 samples/sec   Loss 22.7108   LearningRate 0.009012   Epoch: 10   Global Step: 111590   Fp16 Grad Scale: 8192   Required: 26 hours
Training: 2024-03-22 03:18:53,244-Speed 148.93 samples/sec   Loss 21.8140   LearningRate 0.009011   Epoch: 10   Global Step: 111600   Fp16 Grad Scale: 8192   Required: 26 hours
Training: 2024-03-22 03:19:02,306-Speed 141.26 samples/sec   Loss 22.4395   LearningRate 0.009010   Epoch: 10   Global Step: 111610   Fp16 Grad Scale: 8192   Required: 26 hours
Training: 2024-03-22 03:19:11,941-Speed 132.87 samples/sec   Loss 22.7888   LearningRate 0.009009   Epoch: 10   Global Step: 111620   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:19:21,224-Speed 137.90 samples/sec   Loss 22.1566   LearningRate 0.009008   Epoch: 10   Global Step: 111630   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:19:30,189-Speed 142.78 samples/sec   Loss 22.4537   LearningRate 0.009007   Epoch: 10   Global Step: 111640   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:19:38,899-Speed 146.96 samples/sec   Loss 22.3931   LearningRate 0.009006   Epoch: 10   Global Step: 111650   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:19:48,541-Speed 132.77 samples/sec   Loss 22.0223   LearningRate 0.009006   Epoch: 10   Global Step: 111660   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:19:57,536-Speed 142.30 samples/sec   Loss 21.9915   LearningRate 0.009005   Epoch: 10   Global Step: 111670   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:20:06,449-Speed 143.64 samples/sec   Loss 22.6623   LearningRate 0.009004   Epoch: 10   Global Step: 111680   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:20:15,762-Speed 137.44 samples/sec   Loss 22.4354   LearningRate 0.009003   Epoch: 10   Global Step: 111690   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:20:25,221-Speed 135.32 samples/sec   Loss 22.1865   LearningRate 0.009002   Epoch: 10   Global Step: 111700   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:20:34,272-Speed 141.44 samples/sec   Loss 22.5672   LearningRate 0.009001   Epoch: 10   Global Step: 111710   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:20:41,153-Speed 186.03 samples/sec   Loss 21.2923   LearningRate 0.009000   Epoch: 11   Global Step: 111720   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:20:44,099-Speed 434.56 samples/sec   Loss 20.1044   LearningRate 0.008999   Epoch: 11   Global Step: 111730   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:20:47,056-Speed 432.99 samples/sec   Loss 19.9030   LearningRate 0.008998   Epoch: 11   Global Step: 111740   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:20:50,020-Speed 431.94 samples/sec   Loss 20.4389   LearningRate 0.008997   Epoch: 11   Global Step: 111750   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:20:52,979-Speed 432.55 samples/sec   Loss 20.5835   LearningRate 0.008996   Epoch: 11   Global Step: 111760   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:20:55,938-Speed 432.87 samples/sec   Loss 20.6269   LearningRate 0.008995   Epoch: 11   Global Step: 111770   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:20:58,902-Speed 431.96 samples/sec   Loss 20.2016   LearningRate 0.008994   Epoch: 11   Global Step: 111780   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:01,870-Speed 431.36 samples/sec   Loss 20.3507   LearningRate 0.008993   Epoch: 11   Global Step: 111790   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:04,843-Speed 430.66 samples/sec   Loss 20.3783   LearningRate 0.008992   Epoch: 11   Global Step: 111800   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:07,812-Speed 431.14 samples/sec   Loss 19.8705   LearningRate 0.008991   Epoch: 11   Global Step: 111810   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:10,776-Speed 432.04 samples/sec   Loss 19.9075   LearningRate 0.008990   Epoch: 11   Global Step: 111820   Fp16 Grad Scale: 65536   Required: 26 hours
Training: 2024-03-22 03:21:13,737-Speed 432.40 samples/sec   Loss 20.3013   LearningRate 0.008989   Epoch: 11   Global Step: 111830   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:16,706-Speed 431.22 samples/sec   Loss 20.5041   LearningRate 0.008988   Epoch: 11   Global Step: 111840   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:19,693-Speed 428.58 samples/sec   Loss 20.1126   LearningRate 0.008987   Epoch: 11   Global Step: 111850   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:22,663-Speed 431.08 samples/sec   Loss 20.4242   LearningRate 0.008986   Epoch: 11   Global Step: 111860   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:25,630-Speed 431.48 samples/sec   Loss 20.6751   LearningRate 0.008985   Epoch: 11   Global Step: 111870   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:28,596-Speed 431.64 samples/sec   Loss 20.3213   LearningRate 0.008984   Epoch: 11   Global Step: 111880   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:31,576-Speed 429.57 samples/sec   Loss 20.4731   LearningRate 0.008983   Epoch: 11   Global Step: 111890   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:34,555-Speed 429.71 samples/sec   Loss 20.5815   LearningRate 0.008982   Epoch: 11   Global Step: 111900   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:37,536-Speed 431.06 samples/sec   Loss 20.5676   LearningRate 0.008981   Epoch: 11   Global Step: 111910   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:40,513-Speed 429.95 samples/sec   Loss 20.1207   LearningRate 0.008980   Epoch: 11   Global Step: 111920   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:43,488-Speed 430.36 samples/sec   Loss 20.5295   LearningRate 0.008979   Epoch: 11   Global Step: 111930   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:46,466-Speed 429.91 samples/sec   Loss 20.8691   LearningRate 0.008978   Epoch: 11   Global Step: 111940   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:49,435-Speed 431.19 samples/sec   Loss 20.6537   LearningRate 0.008977   Epoch: 11   Global Step: 111950   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:52,425-Speed 428.16 samples/sec   Loss 20.5263   LearningRate 0.008976   Epoch: 11   Global Step: 111960   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:21:55,471-Speed 420.38 samples/sec   Loss 20.3707   LearningRate 0.008975   Epoch: 11   Global Step: 111970   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:21:58,500-Speed 430.72 samples/sec   Loss 20.1408   LearningRate 0.008974   Epoch: 11   Global Step: 111980   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:22:01,478-Speed 429.86 samples/sec   Loss 20.5743   LearningRate 0.008973   Epoch: 11   Global Step: 111990   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:22:04,463-Speed 428.99 samples/sec   Loss 20.5972   LearningRate 0.008972   Epoch: 11   Global Step: 112000   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:22:07,437-Speed 430.50 samples/sec   Loss 20.8394   LearningRate 0.008971   Epoch: 11   Global Step: 112010   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:22:10,480-Speed 430.86 samples/sec   Loss 20.4090   LearningRate 0.008970   Epoch: 11   Global Step: 112020   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:22:13,468-Speed 428.84 samples/sec   Loss 20.8042   LearningRate 0.008969   Epoch: 11   Global Step: 112030   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:22:16,456-Speed 428.38 samples/sec   Loss 20.1965   LearningRate 0.008968   Epoch: 11   Global Step: 112040   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:22:19,445-Speed 428.36 samples/sec   Loss 20.9514   LearningRate 0.008967   Epoch: 11   Global Step: 112050   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:22:22,430-Speed 428.88 samples/sec   Loss 20.5429   LearningRate 0.008966   Epoch: 11   Global Step: 112060   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:22:25,421-Speed 428.12 samples/sec   Loss 21.0919   LearningRate 0.008965   Epoch: 11   Global Step: 112070   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:22:28,463-Speed 428.64 samples/sec   Loss 20.0702   LearningRate 0.008964   Epoch: 11   Global Step: 112080   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:22:31,446-Speed 429.15 samples/sec   Loss 20.5556   LearningRate 0.008963   Epoch: 11   Global Step: 112090   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:22:34,430-Speed 429.00 samples/sec   Loss 20.5031   LearningRate 0.008962   Epoch: 11   Global Step: 112100   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:22:37,412-Speed 429.38 samples/sec   Loss 20.9058   LearningRate 0.008961   Epoch: 11   Global Step: 112110   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:22:40,392-Speed 429.55 samples/sec   Loss 20.6986   LearningRate 0.008960   Epoch: 11   Global Step: 112120   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:22:43,382-Speed 428.18 samples/sec   Loss 21.2074   LearningRate 0.008959   Epoch: 11   Global Step: 112130   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:22:46,414-Speed 428.60 samples/sec   Loss 20.9871   LearningRate 0.008958   Epoch: 11   Global Step: 112140   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:22:49,399-Speed 428.93 samples/sec   Loss 20.3635   LearningRate 0.008957   Epoch: 11   Global Step: 112150   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:22:52,457-Speed 429.60 samples/sec   Loss 20.6052   LearningRate 0.008956   Epoch: 11   Global Step: 112160   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:22:55,452-Speed 427.54 samples/sec   Loss 20.5024   LearningRate 0.008955   Epoch: 11   Global Step: 112170   Fp16 Grad Scale: 65536   Required: 26 hours
Training: 2024-03-22 03:22:58,422-Speed 430.96 samples/sec   Loss 20.7247   LearningRate 0.008954   Epoch: 11   Global Step: 112180   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:23:01,402-Speed 429.75 samples/sec   Loss 20.3355   LearningRate 0.008953   Epoch: 11   Global Step: 112190   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:23:04,375-Speed 430.59 samples/sec   Loss 20.3283   LearningRate 0.008952   Epoch: 11   Global Step: 112200   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:23:07,364-Speed 428.30 samples/sec   Loss 21.1300   LearningRate 0.008951   Epoch: 11   Global Step: 112210   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:23:10,337-Speed 430.58 samples/sec   Loss 20.7344   LearningRate 0.008950   Epoch: 11   Global Step: 112220   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:23:13,324-Speed 428.62 samples/sec   Loss 20.5915   LearningRate 0.008949   Epoch: 11   Global Step: 112230   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:23:16,402-Speed 428.12 samples/sec   Loss 21.0497   LearningRate 0.008948   Epoch: 11   Global Step: 112240   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:23:19,393-Speed 428.06 samples/sec   Loss 20.3603   LearningRate 0.008947   Epoch: 11   Global Step: 112250   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:23:22,371-Speed 429.81 samples/sec   Loss 21.0571   LearningRate 0.008946   Epoch: 11   Global Step: 112260   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:23:25,368-Speed 427.23 samples/sec   Loss 20.8800   LearningRate 0.008945   Epoch: 11   Global Step: 112270   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:23:28,378-Speed 429.22 samples/sec   Loss 20.7415   LearningRate 0.008944   Epoch: 11   Global Step: 112280   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:23:31,350-Speed 430.83 samples/sec   Loss 20.9958   LearningRate 0.008943   Epoch: 11   Global Step: 112290   Fp16 Grad Scale: 16384   Required: 26 hours
Training: 2024-03-22 03:23:34,328-Speed 429.86 samples/sec   Loss 20.5168   LearningRate 0.008942   Epoch: 11   Global Step: 112300   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:23:37,313-Speed 428.86 samples/sec   Loss 20.5207   LearningRate 0.008942   Epoch: 11   Global Step: 112310   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:23:40,286-Speed 430.61 samples/sec   Loss 21.1427   LearningRate 0.008941   Epoch: 11   Global Step: 112320   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:23:43,264-Speed 429.91 samples/sec   Loss 20.7970   LearningRate 0.008940   Epoch: 11   Global Step: 112330   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:23:46,246-Speed 429.26 samples/sec   Loss 20.7656   LearningRate 0.008939   Epoch: 11   Global Step: 112340   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:23:49,240-Speed 427.78 samples/sec   Loss 20.9876   LearningRate 0.008938   Epoch: 11   Global Step: 112350   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:23:52,215-Speed 430.23 samples/sec   Loss 20.2456   LearningRate 0.008937   Epoch: 11   Global Step: 112360   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:23:55,202-Speed 428.63 samples/sec   Loss 20.7963   LearningRate 0.008936   Epoch: 11   Global Step: 112370   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:23:58,181-Speed 429.78 samples/sec   Loss 20.5296   LearningRate 0.008935   Epoch: 11   Global Step: 112380   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:24:01,166-Speed 428.87 samples/sec   Loss 20.5876   LearningRate 0.008934   Epoch: 11   Global Step: 112390   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:24:04,141-Speed 430.27 samples/sec   Loss 20.3195   LearningRate 0.008933   Epoch: 11   Global Step: 112400   Fp16 Grad Scale: 65536   Required: 26 hours
Training: 2024-03-22 03:24:07,110-Speed 431.27 samples/sec   Loss 21.0299   LearningRate 0.008932   Epoch: 11   Global Step: 112410   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:24:10,128-Speed 430.60 samples/sec   Loss 20.3976   LearningRate 0.008931   Epoch: 11   Global Step: 112420   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:24:13,113-Speed 429.04 samples/sec   Loss 20.9502   LearningRate 0.008930   Epoch: 11   Global Step: 112430   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:24:16,094-Speed 429.43 samples/sec   Loss 20.6932   LearningRate 0.008929   Epoch: 11   Global Step: 112440   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:24:19,076-Speed 429.56 samples/sec   Loss 20.7491   LearningRate 0.008928   Epoch: 11   Global Step: 112450   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:24:22,057-Speed 429.50 samples/sec   Loss 20.8180   LearningRate 0.008927   Epoch: 11   Global Step: 112460   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:24:25,038-Speed 429.42 samples/sec   Loss 20.8243   LearningRate 0.008926   Epoch: 11   Global Step: 112470   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:24:28,027-Speed 428.32 samples/sec   Loss 20.8660   LearningRate 0.008925   Epoch: 11   Global Step: 112480   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:24:31,010-Speed 429.12 samples/sec   Loss 20.7761   LearningRate 0.008924   Epoch: 11   Global Step: 112490   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:24:33,984-Speed 430.43 samples/sec   Loss 20.8337   LearningRate 0.008923   Epoch: 11   Global Step: 112500   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:24:36,970-Speed 429.05 samples/sec   Loss 20.9939   LearningRate 0.008922   Epoch: 11   Global Step: 112510   Fp16 Grad Scale: 65536   Required: 26 hours
Training: 2024-03-22 03:24:39,948-Speed 430.06 samples/sec   Loss 20.4803   LearningRate 0.008921   Epoch: 11   Global Step: 112520   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:24:42,924-Speed 430.14 samples/sec   Loss 20.9907   LearningRate 0.008920   Epoch: 11   Global Step: 112530   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:24:45,903-Speed 429.76 samples/sec   Loss 21.1506   LearningRate 0.008919   Epoch: 11   Global Step: 112540   Fp16 Grad Scale: 32768   Required: 26 hours
Training: 2024-03-22 03:24:48,880-Speed 430.32 samples/sec   Loss 20.4522   LearningRate 0.008918   Epoch: 11   Global Step: 112550   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:24:51,857-Speed 429.96 samples/sec   Loss 20.8368   LearningRate 0.008917   Epoch: 11   Global Step: 112560   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:24:54,836-Speed 429.81 samples/sec   Loss 21.3479   LearningRate 0.008916   Epoch: 11   Global Step: 112570   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:24:57,817-Speed 429.42 samples/sec   Loss 20.8751   LearningRate 0.008915   Epoch: 11   Global Step: 112580   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:25:00,803-Speed 428.84 samples/sec   Loss 20.4219   LearningRate 0.008914   Epoch: 11   Global Step: 112590   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:25:03,777-Speed 430.43 samples/sec   Loss 20.7040   LearningRate 0.008913   Epoch: 11   Global Step: 112600   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:25:06,774-Speed 427.12 samples/sec   Loss 20.7288   LearningRate 0.008912   Epoch: 11   Global Step: 112610   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:25:09,751-Speed 430.09 samples/sec   Loss 20.7790   LearningRate 0.008911   Epoch: 11   Global Step: 112620   Fp16 Grad Scale: 65536   Required: 25 hours
Training: 2024-03-22 03:25:12,720-Speed 431.16 samples/sec   Loss 21.0601   LearningRate 0.008910   Epoch: 11   Global Step: 112630   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:25:15,701-Speed 429.54 samples/sec   Loss 20.6456   LearningRate 0.008909   Epoch: 11   Global Step: 112640   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:25:18,677-Speed 430.14 samples/sec   Loss 20.4738   LearningRate 0.008908   Epoch: 11   Global Step: 112650   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:25:21,668-Speed 427.96 samples/sec   Loss 21.1510   LearningRate 0.008907   Epoch: 11   Global Step: 112660   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:25:24,657-Speed 428.37 samples/sec   Loss 20.9370   LearningRate 0.008906   Epoch: 11   Global Step: 112670   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:25:27,643-Speed 428.87 samples/sec   Loss 21.2953   LearningRate 0.008905   Epoch: 11   Global Step: 112680   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:25:30,638-Speed 427.36 samples/sec   Loss 21.3273   LearningRate 0.008904   Epoch: 11   Global Step: 112690   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:25:33,628-Speed 428.20 samples/sec   Loss 20.8853   LearningRate 0.008903   Epoch: 11   Global Step: 112700   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:25:36,610-Speed 429.28 samples/sec   Loss 20.8625   LearningRate 0.008902   Epoch: 11   Global Step: 112710   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:25:39,595-Speed 428.80 samples/sec   Loss 21.3253   LearningRate 0.008901   Epoch: 11   Global Step: 112720   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:25:42,600-Speed 426.08 samples/sec   Loss 21.0312   LearningRate 0.008900   Epoch: 11   Global Step: 112730   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:25:45,585-Speed 428.84 samples/sec   Loss 20.6839   LearningRate 0.008899   Epoch: 11   Global Step: 112740   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:25:48,572-Speed 428.69 samples/sec   Loss 21.0455   LearningRate 0.008898   Epoch: 11   Global Step: 112750   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:25:51,552-Speed 429.53 samples/sec   Loss 20.7820   LearningRate 0.008897   Epoch: 11   Global Step: 112760   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:25:54,543-Speed 428.04 samples/sec   Loss 21.2206   LearningRate 0.008896   Epoch: 11   Global Step: 112770   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:25:57,535-Speed 427.87 samples/sec   Loss 20.7747   LearningRate 0.008895   Epoch: 11   Global Step: 112780   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:26:00,516-Speed 429.50 samples/sec   Loss 20.7241   LearningRate 0.008894   Epoch: 11   Global Step: 112790   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:26:03,511-Speed 428.74 samples/sec   Loss 20.9575   LearningRate 0.008893   Epoch: 11   Global Step: 112800   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:26:06,496-Speed 429.01 samples/sec   Loss 20.3728   LearningRate 0.008892   Epoch: 11   Global Step: 112810   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:26:09,484-Speed 428.41 samples/sec   Loss 20.5236   LearningRate 0.008891   Epoch: 11   Global Step: 112820   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:26:12,465-Speed 429.47 samples/sec   Loss 20.6628   LearningRate 0.008890   Epoch: 11   Global Step: 112830   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:26:15,548-Speed 428.26 samples/sec   Loss 21.5609   LearningRate 0.008889   Epoch: 11   Global Step: 112840   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:26:18,530-Speed 429.30 samples/sec   Loss 20.9414   LearningRate 0.008888   Epoch: 11   Global Step: 112850   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:26:21,519-Speed 428.35 samples/sec   Loss 21.0103   LearningRate 0.008887   Epoch: 11   Global Step: 112860   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:26:24,515-Speed 427.36 samples/sec   Loss 21.0437   LearningRate 0.008886   Epoch: 11   Global Step: 112870   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:26:27,494-Speed 429.69 samples/sec   Loss 20.7812   LearningRate 0.008885   Epoch: 11   Global Step: 112880   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:26:30,482-Speed 428.40 samples/sec   Loss 20.6385   LearningRate 0.008884   Epoch: 11   Global Step: 112890   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:26:33,473-Speed 428.70 samples/sec   Loss 21.3624   LearningRate 0.008883   Epoch: 11   Global Step: 112900   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:26:36,456-Speed 429.35 samples/sec   Loss 20.3940   LearningRate 0.008882   Epoch: 11   Global Step: 112910   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:26:39,440-Speed 429.02 samples/sec   Loss 21.0521   LearningRate 0.008881   Epoch: 11   Global Step: 112920   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:26:42,426-Speed 428.68 samples/sec   Loss 20.8509   LearningRate 0.008880   Epoch: 11   Global Step: 112930   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:26:45,429-Speed 426.45 samples/sec   Loss 21.0392   LearningRate 0.008879   Epoch: 11   Global Step: 112940   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:26:48,412-Speed 429.21 samples/sec   Loss 21.6224   LearningRate 0.008878   Epoch: 11   Global Step: 112950   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:26:51,405-Speed 427.73 samples/sec   Loss 21.4390   LearningRate 0.008878   Epoch: 11   Global Step: 112960   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:26:54,385-Speed 429.51 samples/sec   Loss 21.1411   LearningRate 0.008877   Epoch: 11   Global Step: 112970   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:26:57,374-Speed 428.38 samples/sec   Loss 20.9214   LearningRate 0.008876   Epoch: 11   Global Step: 112980   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:00,352-Speed 429.87 samples/sec   Loss 20.6399   LearningRate 0.008875   Epoch: 11   Global Step: 112990   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:03,392-Speed 421.06 samples/sec   Loss 21.1029   LearningRate 0.008874   Epoch: 11   Global Step: 113000   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:06,382-Speed 428.26 samples/sec   Loss 21.3075   LearningRate 0.008873   Epoch: 11   Global Step: 113010   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:09,366-Speed 429.11 samples/sec   Loss 20.9979   LearningRate 0.008872   Epoch: 11   Global Step: 113020   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:12,353-Speed 428.64 samples/sec   Loss 21.1076   LearningRate 0.008871   Epoch: 11   Global Step: 113030   Fp16 Grad Scale: 32768   Required: 25 hours
